Watchtower ID: WT3030WFXSP, Postcode: 3030, Population Served: 16718, Watchtower Point of Contact Name: Adam Guess, x: 144.658381, y: -37.920393, Diameter of Cell: 0.133228
Watchtower ID: WT3177TWMBO, Postcode: 3177, Population Served: 3768, Watchtower Point of Contact Name: Grace Huff, x: 145.229548, y: -37.992617, Diameter of Cell: 0.042671
Watchtower ID: WT3585AFUMM, Postcode: 3585, Population Served: 11206, Watchtower Point of Contact Name: Ray Howe, x: 143.375724, y: -35.312775, Diameter of Cell: 0.344030
Watchtower ID: WT3936ONNXE, Postcode: 3936, Population Served: 11024, Watchtower Point of Contact Name: Lisabeth Griego, x: 144.988779, y: -38.344535, Diameter of Cell: 0.186005
Watchtower ID: WT3205CQCBS, Postcode: 3205, Population Served: 5460, Watchtower Point of Contact Name: Carol Troy, x: 144.966251, y: -37.839217, Diameter of Cell: 0.050175
Watchtower ID: WT3205YOMLV, Postcode: 3205, Population Served: 5460, Watchtower Point of Contact Name: Ruby Austin, x: 144.965982, y: -37.832223, Diameter of Cell: 0.018302
Watchtower ID: WT3105HWZUC, Postcode: 3105, Population Served: 10873, Watchtower Point of Contact Name: Thomas Stevens, x: 145.079323, y: -37.759546, Diameter of Cell: 0.034692
Watchtower ID: WT3803NHPOC, Postcode: 3803, Population Served: 5427, Watchtower Point of Contact Name: Larry Combes, x: 145.287466, y: -38.024462, Diameter of Cell: 0.074496
Watchtower ID: WT3803ECHEF, Postcode: 3803, Population Served: 5427, Watchtower Point of Contact Name: Willie Robertson, x: 145.259156, y: -38.023907, Diameter of Cell: 0.074468
Watchtower ID: WT3777BKKPU, Postcode: 3777, Population Served: 3583, Watchtower Point of Contact Name: Byron Robinson, x: 145.562515, y: -37.514394, Diameter of Cell: 0.236623
Watchtower ID: WT3777XHWTI, Postcode: 3777, Population Served: 3583, Watchtower Point of Contact Name: Helen Sullivan, x: 145.583189, y: -37.612498, Diameter of Cell: 0.189236
Watchtower ID: WT3777TUHYI, Postcode: 3777, Population Served: 3583, Watchtower Point of Contact Name: Michael Livingston, x: 145.520588, y: -37.652246, Diameter of Cell: 0.189754
Watchtower ID: WT3978EELMS, Postcode: 3978, Population Served: 10648, Watchtower Point of Contact Name: Andrew Tylor, x: 145.318531, y: -38.091687, Diameter of Cell: 0.126818
Watchtower ID: WT3190LSXPY, Postcode: 3190, Population Served: 10454, Watchtower Point of Contact Name: Carl Velazquez, x: 145.058764, y: -37.948438, Diameter of Cell: 0.026073
Watchtower ID: WT3437HTTIH, Postcode: 3437, Population Served: 3479, Watchtower Point of Contact Name: Benjamin Warner, x: 144.637791, y: -37.469630, Diameter of Cell: 0.132082
Watchtower ID: WT3437TZCMM, Postcode: 3437, Population Served: 3479, Watchtower Point of Contact Name: Donald Sandoval, x: 144.510806, y: -37.500368, Diameter of Cell: 0.165881
Watchtower ID: WT3437KHBPL, Postcode: 3437, Population Served: 3479, Watchtower Point of Contact Name: Charlotte Green, x: 144.596964, y: -37.481132, Diameter of Cell: 0.112291
Watchtower ID: WT3008PNJNN, Postcode: 3008, Population Served: 5218, Watchtower Point of Contact Name: Ralph Barkley, x: 144.951852, y: -37.811452, Diameter of Cell: 0.030020
Watchtower ID: WT3008JHENP, Postcode: 3008, Population Served: 5218, Watchtower Point of Contact Name: Cynthia Shields, x: 144.926688, y: -37.823213, Diameter of Cell: 0.061314
Watchtower ID: WT3672CRWAS, Postcode: 3672, Population Served: 5165, Watchtower Point of Contact Name: Mark Mohler, x: 145.950642, y: -36.584030, Diameter of Cell: 0.140595
Watchtower ID: WT3672RXSCH, Postcode: 3672, Population Served: 5165, Watchtower Point of Contact Name: Ronald Harbin, x: 146.008841, y: -36.563773, Diameter of Cell: 0.085251
Watchtower ID: WT3151QBMSM, Postcode: 3151, Population Served: 3424, Watchtower Point of Contact Name: Malcolm Little, x: 145.158857, y: -37.857763, Diameter of Cell: 0.036116
Watchtower ID: WT3151ANFQX, Postcode: 3151, Population Served: 3424, Watchtower Point of Contact Name: Daniel Davis, x: 145.166321, y: -37.849087, Diameter of Cell: 0.030227
Watchtower ID: WT3151JBTSG, Postcode: 3151, Population Served: 3424, Watchtower Point of Contact Name: Ashley Manning, x: 145.132610, y: -37.850765, Diameter of Cell: 0.032830
Watchtower ID: WT3191GBTSQ, Postcode: 3191, Population Served: 10241, Watchtower Point of Contact Name: Laura Ryan, x: 144.996022, y: -37.944976, Diameter of Cell: 0.200084
Watchtower ID: WT3995ZBHTV, Postcode: 3995, Population Served: 10173, Watchtower Point of Contact Name: Leigh Craven, x: 145.617810, y: -38.556132, Diameter of Cell: 0.326155
Watchtower ID: WT3300SXKBR, Postcode: 3300, Population Served: 5044, Watchtower Point of Contact Name: Martha Jones, x: 141.943402, y: -37.660054, Diameter of Cell: 0.385894
Watchtower ID: WT3300BEMMJ, Postcode: 3300, Population Served: 5044, Watchtower Point of Contact Name: Ricky Stonebraker, x: 141.942729, y: -37.768451, Diameter of Cell: 0.209348
Watchtower ID: WT3915YKMGK, Postcode: 3915, Population Served: 9960, Watchtower Point of Contact Name: Melissa Butler, x: 145.101349, y: -38.324290, Diameter of Cell: 0.091803
Watchtower ID: WT3116JXQMD, Postcode: 3116, Population Served: 4936, Watchtower Point of Contact Name: Susan Tucker, x: 145.337272, y: -37.716713, Diameter of Cell: 0.096679
Watchtower ID: WT3116SVYNP, Postcode: 3116, Population Served: 4936, Watchtower Point of Contact Name: Rickey Labarbera, x: 145.296859, y: -37.746115, Diameter of Cell: 0.068332
Watchtower ID: WT3691QKGPV, Postcode: 3691, Population Served: 9704, Watchtower Point of Contact Name: George Quinones, x: 146.638882, y: -36.309342, Diameter of Cell: 0.364090
Watchtower ID: WT3377FUDEI, Postcode: 3377, Population Served: 9416, Watchtower Point of Contact Name: Linda Olsen, x: 142.959659, y: -37.277632, Diameter of Cell: 0.465229
Watchtower ID: WT3004PTTBC, Postcode: 3004, Population Served: 3102, Watchtower Point of Contact Name: Velma Stewart, x: 144.977916, y: -37.820125, Diameter of Cell: 0.018949
Watchtower ID: WT3004EMANT, Postcode: 3004, Population Served: 3102, Watchtower Point of Contact Name: Steven Shepperd, x: 144.987883, y: -37.816867, Diameter of Cell: 0.017132
Watchtower ID: WT3004PMCVW, Postcode: 3004, Population Served: 3102, Watchtower Point of Contact Name: Christopher Brown, x: 144.983592, y: -37.844375, Diameter of Cell: 0.016829
Watchtower ID: WT3049MXNED, Postcode: 3049, Population Served: 3087, Watchtower Point of Contact Name: Loretta Hinderman, x: 144.898216, y: -37.662938, Diameter of Cell: 0.067726
Watchtower ID: WT3049IAJCL, Postcode: 3049, Population Served: 3087, Watchtower Point of Contact Name: Brian Davis, x: 144.911799, y: -37.679966, Diameter of Cell: 0.024493
Watchtower ID: WT3049FVZGN, Postcode: 3049, Population Served: 3087, Watchtower Point of Contact Name: John Smith, x: 144.910724, y: -37.662653, Diameter of Cell: 0.073954
Watchtower ID: WT3644SBXGF, Postcode: 3644, Population Served: 4613, Watchtower Point of Contact Name: Robert Reyes, x: 145.752989, y: -36.036651, Diameter of Cell: 0.084372
Watchtower ID: WT3644NLXJO, Postcode: 3644, Population Served: 4613, Watchtower Point of Contact Name: Curtis Hoke, x: 145.543599, y: -35.876137, Diameter of Cell: 2.127891
Watchtower ID: WT3019ASCJP, Postcode: 3019, Population Served: 3065, Watchtower Point of Contact Name: Charlotte Coutermarsh, x: 144.854924, y: -37.772589, Diameter of Cell: 0.033205
Watchtower ID: WT3019JIKGX, Postcode: 3019, Population Served: 3065, Watchtower Point of Contact Name: Vincent January, x: 144.857303, y: -37.771802, Diameter of Cell: 0.015311
Watchtower ID: WT3019RXXZW, Postcode: 3019, Population Served: 3065, Watchtower Point of Contact Name: Amy Taylor, x: 144.859946, y: -37.774919, Diameter of Cell: 0.022270
Watchtower ID: WT3764ZHPVF, Postcode: 3764, Population Served: 4582, Watchtower Point of Contact Name: Tara Ward, x: 144.953318, y: -37.109425, Diameter of Cell: 0.193163
Watchtower ID: WT3764MKCUE, Postcode: 3764, Population Served: 4582, Watchtower Point of Contact Name: Alejandrina Salazar, x: 144.970506, y: -37.158543, Diameter of Cell: 0.257897
Watchtower ID: WT3629PMEPU, Postcode: 3629, Population Served: 9127, Watchtower Point of Contact Name: Reid Feldmann, x: 145.219817, y: -36.359451, Diameter of Cell: 0.245556
Watchtower ID: WT3143DCPOC, Postcode: 3143, Population Served: 3018, Watchtower Point of Contact Name: Mary Bowers, x: 145.029383, y: -37.862589, Diameter of Cell: 0.029890
Watchtower ID: WT3143IYVIZ, Postcode: 3143, Population Served: 3018, Watchtower Point of Contact Name: James Kemp, x: 145.027599, y: -37.857113, Diameter of Cell: 0.023651
Watchtower ID: WT3143NQMZP, Postcode: 3143, Population Served: 3018, Watchtower Point of Contact Name: Francisco Gutierrez, x: 145.010401, y: -37.861596, Diameter of Cell: 0.028286
Watchtower ID: WT3087WBGNY, Postcode: 3087, Population Served: 9031, Watchtower Point of Contact Name: Carl Estabrook, x: 145.076559, y: -37.704218, Diameter of Cell: 0.049740
Watchtower ID: WT3757QOZTE, Postcode: 3757, Population Served: 2986, Watchtower Point of Contact Name: Kathleen Reiner, x: 145.342552, y: -37.516957, Diameter of Cell: 0.132249
Watchtower ID: WT3757ZYUMU, Postcode: 3757, Population Served: 2986, Watchtower Point of Contact Name: Meghan Pignone, x: 145.186451, y: -37.422662, Diameter of Cell: 0.179459
Watchtower ID: WT3757PRIEV, Postcode: 3757, Population Served: 2986, Watchtower Point of Contact Name: Larry Pierce, x: 145.111890, y: -37.467185, Diameter of Cell: 0.139266
Watchtower ID: WT3730UTUPX, Postcode: 3730, Population Served: 2944, Watchtower Point of Contact Name: Curtis Johnson, x: 145.839020, y: -36.012767, Diameter of Cell: 0.844125
Watchtower ID: WT3730XYUBK, Postcode: 3730, Population Served: 2944, Watchtower Point of Contact Name: Diane Ulberg, x: 145.766769, y: -36.018021, Diameter of Cell: 0.315124
Watchtower ID: WT3730EFJWK, Postcode: 3730, Population Served: 2944, Watchtower Point of Contact Name: John Nelson, x: 146.190318, y: -36.095787, Diameter of Cell: 0.433556
Watchtower ID: WT3148QGULY, Postcode: 3148, Population Served: 4320, Watchtower Point of Contact Name: Priscilla Little, x: 145.109107, y: -37.885040, Diameter of Cell: 0.016747
Watchtower ID: WT3148LWECX, Postcode: 3148, Population Served: 4320, Watchtower Point of Contact Name: Belinda Jefferson, x: 145.101174, y: -37.880916, Diameter of Cell: 0.025420
Watchtower ID: WT3066ORIHJ, Postcode: 3066, Population Served: 2128, Watchtower Point of Contact Name: Doris Hazard, x: 144.989268, y: -37.805127, Diameter of Cell: 0.006048
Watchtower ID: WT3066PVXAM, Postcode: 3066, Population Served: 2128, Watchtower Point of Contact Name: Josh Cecil, x: 144.986269, y: -37.797766, Diameter of Cell: 0.021590
Watchtower ID: WT3066TZXKY, Postcode: 3066, Population Served: 2128, Watchtower Point of Contact Name: Greg Rodriguez, x: 144.986244, y: -37.806272, Diameter of Cell: 0.013774
Watchtower ID: WT3066TGSMU, Postcode: 3066, Population Served: 2128, Watchtower Point of Contact Name: Lillian Hesser, x: 144.987289, y: -37.798371, Diameter of Cell: 0.014268
Watchtower ID: WT3113YCFFU, Postcode: 3113, Population Served: 4228, Watchtower Point of Contact Name: Lula Carter, x: 145.225725, y: -37.739353, Diameter of Cell: 0.053731
Watchtower ID: WT3113NDCEY, Postcode: 3113, Population Served: 4228, Watchtower Point of Contact Name: Antonio Hill, x: 145.180734, y: -37.732302, Diameter of Cell: 0.048854
Watchtower ID: WT3054SQEQA, Postcode: 3054, Population Served: 8428, Watchtower Point of Contact Name: Eugene Salano, x: 144.958616, y: -37.783413, Diameter of Cell: 0.036725
Watchtower ID: WT3620DPAMB, Postcode: 3620, Population Served: 4120, Watchtower Point of Contact Name: Ben Oneil, x: 144.968241, y: -36.398922, Diameter of Cell: 0.192340
Watchtower ID: WT3620XKMXQ, Postcode: 3620, Population Served: 4120, Watchtower Point of Contact Name: Julie Zazula, x: 145.186512, y: -36.185253, Diameter of Cell: 0.293177
Watchtower ID: WT3067PFFLY, Postcode: 3067, Population Served: 1366, Watchtower Point of Contact Name: Willie Raggs, x: 144.992776, y: -37.811653, Diameter of Cell: 0.017272
Watchtower ID: WT3067QULCR, Postcode: 3067, Population Served: 1366, Watchtower Point of Contact Name: Thomas Gordon, x: 145.007998, y: -37.806475, Diameter of Cell: 0.028138
Watchtower ID: WT3067RDWCI, Postcode: 3067, Population Served: 1366, Watchtower Point of Contact Name: Lynette Erwin, x: 144.991821, y: -37.806840, Diameter of Cell: 0.007297
Watchtower ID: WT3067MKBAR, Postcode: 3067, Population Served: 1366, Watchtower Point of Contact Name: Jeffry Huber, x: 144.996512, y: -37.806958, Diameter of Cell: 0.013434
Watchtower ID: WT3067WJXTJ, Postcode: 3067, Population Served: 1366, Watchtower Point of Contact Name: Judith Eckenrode, x: 144.989163, y: -37.801639, Diameter of Cell: 0.009150
Watchtower ID: WT3067BLHHJ, Postcode: 3067, Population Served: 1366, Watchtower Point of Contact Name: Margery Smith, x: 144.994889, y: -37.802376, Diameter of Cell: 0.014656
Watchtower ID: WT3351UVIHV, Postcode: 3351, Population Served: 8168, Watchtower Point of Contact Name: Donald Wilkinson, x: 143.274167, y: -37.614930, Diameter of Cell: 0.383453
Watchtower ID: WT3804RXIMQ, Postcode: 3804, Population Served: 2023, Watchtower Point of Contact Name: Terrance Bromley, x: 145.310886, y: -38.001443, Diameter of Cell: 0.049404
Watchtower ID: WT3804OQOOF, Postcode: 3804, Population Served: 2023, Watchtower Point of Contact Name: Jackie Smith, x: 145.352983, y: -37.984265, Diameter of Cell: 0.070662
Watchtower ID: WT3804JDRQA, Postcode: 3804, Population Served: 2023, Watchtower Point of Contact Name: Robert Porter, x: 145.283238, y: -37.953786, Diameter of Cell: 0.046233
Watchtower ID: WT3804MBVLD, Postcode: 3804, Population Served: 2023, Watchtower Point of Contact Name: Polly Hoople, x: 145.330150, y: -37.987675, Diameter of Cell: 0.036066
Watchtower ID: WT3126UEECR, Postcode: 3126, Population Served: 8056, Watchtower Point of Contact Name: Dianne Nance, x: 145.080969, y: -37.821024, Diameter of Cell: 0.031295
Watchtower ID: WT3909HFRJQ, Postcode: 3909, Population Served: 2633, Watchtower Point of Contact Name: Maria Rhodus, x: 147.906020, y: -37.764599, Diameter of Cell: 0.495244
Watchtower ID: WT3909AXOWH, Postcode: 3909, Population Served: 2633, Watchtower Point of Contact Name: Kristie Bode, x: 148.055569, y: -37.789911, Diameter of Cell: 0.495532
Watchtower ID: WT3909VJNLQ, Postcode: 3909, Population Served: 2633, Watchtower Point of Contact Name: Soledad Hurtado, x: 148.100352, y: -37.724163, Diameter of Cell: 0.560055
Watchtower ID: WT3953WADSR, Postcode: 3953, Population Served: 1571, Watchtower Point of Contact Name: Clinton Bailey, x: 145.787868, y: -38.439166, Diameter of Cell: 0.061434
Watchtower ID: WT3953SGAEI, Postcode: 3953, Population Served: 1571, Watchtower Point of Contact Name: Ofelia Kadlec, x: 145.778002, y: -38.559840, Diameter of Cell: 0.184638
Watchtower ID: WT3953GRHIM, Postcode: 3953, Population Served: 1571, Watchtower Point of Contact Name: Stuart Doyle, x: 146.078947, y: -38.461391, Diameter of Cell: 0.226071
Watchtower ID: WT3953GRXRE, Postcode: 3953, Population Served: 1571, Watchtower Point of Contact Name: Sylvia Brown, x: 146.171996, y: -38.381547, Diameter of Cell: 0.273114
Watchtower ID: WT3953NPQQN, Postcode: 3953, Population Served: 1571, Watchtower Point of Contact Name: Peter Willer, x: 146.041936, y: -38.446336, Diameter of Cell: 0.187421
Watchtower ID: WT3782AQUFZ, Postcode: 3782, Population Served: 7827, Watchtower Point of Contact Name: Bonita Mangan, x: 145.455186, y: -37.926611, Diameter of Cell: 0.116229
Watchtower ID: WT3922MDPCX, Postcode: 3922, Population Served: 1289, Watchtower Point of Contact Name: Bruce Kruse, x: 145.253161, y: -38.518996, Diameter of Cell: 0.729855
Watchtower ID: WT3922JVYVK, Postcode: 3922, Population Served: 1289, Watchtower Point of Contact Name: Tara Law, x: 145.175998, y: -38.487246, Diameter of Cell: 0.367552
Watchtower ID: WT3922JDUTN, Postcode: 3922, Population Served: 1289, Watchtower Point of Contact Name: Judy Ross, x: 145.285375, y: -38.514070, Diameter of Cell: 0.265612
Watchtower ID: WT3922WWJZY, Postcode: 3922, Population Served: 1289, Watchtower Point of Contact Name: Elijah Hunt, x: 145.244783, y: -38.484857, Diameter of Cell: 0.094896
Watchtower ID: WT3922GKMBB, Postcode: 3922, Population Served: 1289, Watchtower Point of Contact Name: Brady Oglesby, x: 145.189950, y: -38.488603, Diameter of Cell: 0.182050
Watchtower ID: WT3922PHWRX, Postcode: 3922, Population Served: 1289, Watchtower Point of Contact Name: Louise Mcdonald, x: 145.237674, y: -38.464485, Diameter of Cell: 0.167934
Watchtower ID: WT3660XHDRV, Postcode: 3660, Population Served: 1262, Watchtower Point of Contact Name: Erik Guel, x: 145.505148, y: -36.913903, Diameter of Cell: 0.275190
Watchtower ID: WT3660CESRK, Postcode: 3660, Population Served: 1262, Watchtower Point of Contact Name: Kim Graham, x: 145.322893, y: -37.101798, Diameter of Cell: 0.197708
Watchtower ID: WT3660BHLDZ, Postcode: 3660, Population Served: 1262, Watchtower Point of Contact Name: Brian Brasil, x: 145.500189, y: -37.108936, Diameter of Cell: 0.165819
Watchtower ID: WT3660UOMTS, Postcode: 3660, Population Served: 1262, Watchtower Point of Contact Name: Susan Storm, x: 145.467450, y: -37.077623, Diameter of Cell: 0.176166
Watchtower ID: WT3660QSTIB, Postcode: 3660, Population Served: 1262, Watchtower Point of Contact Name: Dennis Nguyen, x: 145.284961, y: -36.996554, Diameter of Cell: 0.208825
Watchtower ID: WT3660ZHPVI, Postcode: 3660, Population Served: 1262, Watchtower Point of Contact Name: Jeff Fetherston, x: 145.079682, y: -37.052214, Diameter of Cell: 0.258396
Watchtower ID: WT3180WOFIE, Postcode: 3180, Population Served: 2487, Watchtower Point of Contact Name: Catharine Diaz, x: 145.262734, y: -37.900660, Diameter of Cell: 0.049657
Watchtower ID: WT3180KJTWT, Postcode: 3180, Population Served: 2487, Watchtower Point of Contact Name: Julie Hash, x: 145.256185, y: -37.873985, Diameter of Cell: 0.050464
